speciesName,status,fbSpecCode,validName,class,order,family,genus,commonName,commonSpecies,Fresh,Brack,Column1
Luciobarbus rabatensis,accepted name,68131,Luciobarbus rabatensis,Teleostei,Cypriniformes,Cyprinidae,Luciobarbus,Rabat barbel,TRUE,1,0,
Luciobarbus rifensis,accepted name,68128,Luciobarbus rifensis,Teleostei,Cypriniformes,Cyprinidae,Luciobarbus,Rifian barbel,TRUE,1,0,
Luciobarbus setivimensis,accepted name,68140,Luciobarbus setivimensis,Teleostei,Cypriniformes,Cyprinidae,Luciobarbus,NA,TRUE,1,0,
Luciobarbus yahyaouii,accepted name,68137,Luciobarbus yahyaouii,Teleostei,Cypriniformes,Cyprinidae,Luciobarbus,Yahyaoui barbel,TRUE,1,0,
Luciobarbus zayanensis,accepted name,67928,Luciobarbus zayanensis,Teleostei,Cypriniformes,Cyprinidae,Luciobarbus,Zayan barbel,TRUE,1,0,
Lufubuchromis relictus,accepted name,69132,Lufubuchromis relictus,Teleostei,Cichliformes,Cichlidae,Lufubuchromis,NA,TRUE,1,0,
Lutjanus argentimaculatus,accepted name,1407,Lutjanus argentimaculatus,Teleostei,Eupercaria/misc,Lutjanidae,Lutjanus,Mangrove red snapper,TRUE,1,1,
Lutjanus bohar,accepted name,1417,Lutjanus bohar,Teleostei,Eupercaria/misc,Lutjanidae,Lutjanus,Two-spot red snapper,TRUE,1,1,
Lutjanus ehrenbergii,accepted name,793,Lutjanus ehrenbergii,Teleostei,Eupercaria/misc,Lutjanidae,Lutjanus,Blackspot snapper,TRUE,1,1,
Lutjanus endecacanthus,accepted name,794,Lutjanus endecacanthus,Teleostei,Eupercaria/misc,Lutjanidae,Lutjanus,Guinea snapper,TRUE,1,1,
Lutjanus fulvus,accepted name,262,Lutjanus fulvus,Teleostei,Eupercaria/misc,Lutjanidae,Lutjanus,Blacktail snapper,TRUE,1,1,
Lutjanus goreensis,accepted name,1439,Lutjanus goreensis,Teleostei,Eupercaria/misc,Lutjanidae,Lutjanus,Gorean snapper,TRUE,1,1,
Lutjanus griseus,accepted name,266,Lutjanus griseus,Teleostei,Eupercaria/misc,Lutjanidae,Lutjanus,Grey snapper,TRUE,1,1,
Lutjanus jocu,accepted name,154,Lutjanus jocu,Teleostei,Eupercaria/misc,Lutjanidae,Lutjanus,Dog snapper,TRUE,1,1,
Macropodus opercularis,accepted name,4777,Macropodus opercularis,Teleostei,Anabantiformes,Osphronemidae,Macropodus,Paradisefish,FALSE,1,1,
Malapterurus barbatus,accepted name,62737,Malapterurus barbatus,Teleostei,Siluriformes,Malapteruridae,Malapterurus,NA,TRUE,1,0,
Malapterurus beninensis,accepted name,59090,Malapterurus beninensis,Teleostei,Siluriformes,Malapteruridae,Malapterurus,NA,TRUE,1,0,
Malapterurus cavalliensis,accepted name,58205,Malapterurus cavalliensis,Teleostei,Siluriformes,Malapteruridae,Malapterurus,NA,TRUE,1,0,
Malapterurus electricus,accepted name,2087,Malapterurus electricus,Teleostei,Siluriformes,Malapteruridae,Malapterurus,Electric catfish,TRUE,1,0,
Malapterurus leonensis,accepted name,58206,Malapterurus leonensis,Teleostei,Siluriformes,Malapteruridae,Malapterurus,NA,TRUE,1,0,
Malapterurus melanochir,accepted name,62283,Malapterurus melanochir,Teleostei,Siluriformes,Malapteruridae,Malapterurus,NA,TRUE,1,0,
Malapterurus microstoma,accepted name,4531,Malapterurus microstoma,Teleostei,Siluriformes,Malapteruridae,Malapterurus,Smallmouth electric catfish,TRUE,1,0,
Malapterurus minjiriya,accepted name,12810,Malapterurus minjiriya,Teleostei,Siluriformes,Malapteruridae,Malapterurus,NA,TRUE,1,0,
Malapterurus monsembeensis,accepted name,58208,Malapterurus monsembeensis,Teleostei,Siluriformes,Malapteruridae,Malapterurus,NA,TRUE,1,0,
Malapterurus occidentalis,accepted name,62284,Malapterurus occidentalis,Teleostei,Siluriformes,Malapteruridae,Malapterurus,NA,TRUE,1,0,
Malapterurus oguensis,accepted name,59092,Malapterurus oguensis,Teleostei,Siluriformes,Malapteruridae,Malapterurus,NA,TRUE,1,0,
Malapterurus punctatus,accepted name,62736,Malapterurus punctatus,Teleostei,Siluriformes,Malapteruridae,Malapterurus,NA,TRUE,1,0,
Malapterurus shirensis,accepted name,58207,Malapterurus shirensis,Teleostei,Siluriformes,Malapteruridae,Malapterurus,NA,TRUE,1,0,
Malapterurus stiassnyae,accepted name,62742,Malapterurus stiassnyae,Teleostei,Siluriformes,Malapteruridae,Malapterurus,NA,TRUE,1,0,
Malapterurus tanganyikaensis,accepted name,59093,Malapterurus tanganyikaensis,Teleostei,Siluriformes,Malapteruridae,Malapterurus,NA,TRUE,1,0,
Malapterurus tanoensis,accepted name,59094,Malapterurus tanoensis,Teleostei,Siluriformes,Malapteruridae,Malapterurus,NA,TRUE,1,0,
Malapterurus teugelsi,accepted name,62286,Malapterurus teugelsi,Teleostei,Siluriformes,Malapteruridae,Malapterurus,NA,TRUE,1,0,
Malapterurus thysi,accepted name,62735,Malapterurus thysi,Teleostei,Siluriformes,Malapteruridae,Malapterurus,NA,TRUE,1,0,
Marcusenius abadii,accepted name,5083,Marcusenius abadii,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius altisambesi,accepted name,64233,Marcusenius altisambesi,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius angolensis,accepted name,10904,Marcusenius angolensis,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius bentleyi,accepted name,10885,Marcusenius bentleyi,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius brucii,accepted name,5080,Marcusenius brucii,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius caudisquamatus,accepted name,67501,Marcusenius caudisquamatus,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius cuangoanus,accepted name,10889,Marcusenius cuangoanus,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius cyprinoides,accepted name,5082,Marcusenius cyprinoides,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius deboensis,accepted name,5087,Marcusenius deboensis,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius desertus,accepted name,68100,Marcusenius desertus,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius devosi,accepted name,64236,Marcusenius devosi,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius dundoensis,accepted name,10890,Marcusenius dundoensis,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius elegans,accepted name,68010,Marcusenius elegans,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius friteli,accepted name,10891,Marcusenius friteli,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius furcidens,accepted name,2391,Marcusenius furcidens,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius fuscus,accepted name,10893,Marcusenius fuscus,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius ghesquierei,accepted name,10894,Marcusenius ghesquierei,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius greshoffii,accepted name,10898,Marcusenius greshoffii,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius intermedius,accepted name,10899,Marcusenius intermedius,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius kainjii,accepted name,66055,Marcusenius kainjii,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius kaninginii,accepted name,68096,Marcusenius kaninginii,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius krameri,accepted name,67502,Marcusenius krameri,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius kutuensis,accepted name,10900,Marcusenius kutuensis,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius leopoldianus,accepted name,10902,Marcusenius leopoldianus,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius livingstonii,accepted name,10903,Marcusenius livingstonii,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius lucombesi,accepted name,67503,Marcusenius lucombesi,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius macrolepidotus,accepted name,5405,Marcusenius macrolepidotus,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,Bulldog,TRUE,1,0,
Marcusenius macrophthalmus,accepted name,10905,Marcusenius macrophthalmus,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius mento,accepted name,5085,Marcusenius mento,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius meronai,accepted name,5086,Marcusenius meronai,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius monteiri,accepted name,8709,Marcusenius monteiri,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,Monteiri's bulldog,TRUE,1,0,
Marcusenius moorii,accepted name,10908,Marcusenius moorii,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius multisquamatus,accepted name,67500,Marcusenius multisquamatus,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius ntemensis,accepted name,10909,Marcusenius ntemensis,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius nyasensis,accepted name,5387,Marcusenius nyasensis,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius pongolensis,accepted name,65670,Marcusenius pongolensis,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius rheni,accepted name,10912,Marcusenius rheni,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius sanagaensis,accepted name,50320,Marcusenius sanagaensis,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius schilthuisiae,accepted name,10914,Marcusenius schilthuisiae,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius senegalensis,accepted name,2392,Marcusenius senegalensis,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius stanleyanus,accepted name,10918,Marcusenius stanleyanus,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius thomasi,accepted name,5084,Marcusenius thomasi,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius ussheri,accepted name,2393,Marcusenius ussheri,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Marcusenius victoriae,accepted name,10919,Marcusenius victoriae,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,Victoria stonebasher,TRUE,1,0,
Marcusenius wamuinii,accepted name,69065,Marcusenius wamuinii,Teleostei,Osteoglossiformes,Mormyridae,Marcusenius,NA,TRUE,1,0,
Mastacembelus albomaculatus,accepted name,10055,Mastacembelus albomaculatus,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus ansorgii,accepted name,10073,Mastacembelus ansorgii,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus apectoralis,accepted name,66038,Mastacembelus apectoralis,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus aviceps,accepted name,10074,Mastacembelus aviceps,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus brachyrhinus,accepted name,10076,Mastacembelus brachyrhinus,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus brichardi,accepted name,10078,Mastacembelus brichardi,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,Blind spiny eel,TRUE,1,0,
Mastacembelus catchpolei,accepted name,10079,Mastacembelus catchpolei,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus congicus,accepted name,10056,Mastacembelus congicus,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus crassus,accepted name,10080,Mastacembelus crassus,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus cryptacanthus,accepted name,10081,Mastacembelus cryptacanthus,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus cunningtoni,accepted name,10057,Mastacembelus cunningtoni,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus decorsei,accepted name,10082,Mastacembelus decorsei,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus ellipsifer,accepted name,10058,Mastacembelus ellipsifer,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus flavidus,accepted name,10059,Mastacembelus flavidus,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus frenatus,accepted name,10060,Mastacembelus frenatus,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,Longtail spiny eel,TRUE,1,0,
Mastacembelus greshoffi,accepted name,10085,Mastacembelus greshoffi,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus kadeiensis,accepted name,69755,Mastacembelus kadeiensis,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus kakrimensis,accepted name,62305,Mastacembelus kakrimensis,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus latens,accepted name,10086,Mastacembelus latens,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus liberiensis,accepted name,10087,Mastacembelus liberiensis,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus loennbergii,accepted name,10088,Mastacembelus loennbergii,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus marchei,accepted name,10090,Mastacembelus marchei,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus micropectus,accepted name,10061,Mastacembelus micropectus,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus moorii,accepted name,10063,Mastacembelus moorii,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus niger,accepted name,10092,Mastacembelus niger,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus nigromarginatus,accepted name,10093,Mastacembelus nigromarginatus,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus ophidium,accepted name,10064,Mastacembelus ophidium,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus paucispinis,accepted name,10094,Mastacembelus paucispinis,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus plagiostomus,accepted name,10065,Mastacembelus plagiostomus,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus platysoma,accepted name,10066,Mastacembelus platysoma,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus polli,accepted name,62557,Mastacembelus polli,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus praensis,accepted name,12800,Mastacembelus praensis,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus reygeli,accepted name,65626,Mastacembelus reygeli,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus robertsi,accepted name,51576,Mastacembelus robertsi,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus sanagali,accepted name,10096,Mastacembelus sanagali,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus seiteri,accepted name,10098,Mastacembelus seiteri,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus sexdecimspinus,accepted name,26648,Mastacembelus sexdecimspinus,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus shiloangoensis,accepted name,61986,Mastacembelus shiloangoensis,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus shiranus,accepted name,8378,Mastacembelus shiranus,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,Malawi spinyeel,TRUE,1,0,
Mastacembelus simbi,accepted name,65624,Mastacembelus simbi,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus taiaensis,accepted name,12769,Mastacembelus taiaensis,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus tanganicae,accepted name,10069,Mastacembelus tanganicae,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus traversi,accepted name,46273,Mastacembelus traversi,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus trispinosus,accepted name,10070,Mastacembelus trispinosus,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus ubangipaucispinis,accepted name,69754,Mastacembelus ubangipaucispinis,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Mastacembelus vanderwaali,accepted name,10071,Mastacembelus vanderwaali,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,Ocellated spiny eel,TRUE,1,0,
Mastacembelus zebratus,accepted name,10072,Mastacembelus zebratus,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus,NA,TRUE,1,0,
Maylandia aurora,accepted name,2357,Maylandia aurora,Teleostei,Cichliformes,Cichlidae,Maylandia,NA,TRUE,1,0,
Maylandia barlowi,accepted name,2358,Maylandia barlowi,Teleostei,Cichliformes,Cichlidae,Maylandia,NA,TRUE,1,0,
Maylandia benetos,accepted name,50174,Maylandia benetos,Teleostei,Cichliformes,Cichlidae,Maylandia,NA,TRUE,1,0,
