speciesName,status,fbSpecCode,validName,class,order,family,genus,commonName,commonSpecies,Fresh,Brack,Column1
Clarias ngamensis,accepted name,2089,Clarias ngamensis,Teleostei,Siluriformes,Clariidae,Clarias,Blunt-toothed African catfish,TRUE,1,1,
Clarias nigromarmoratus,accepted name,2107,Clarias nigromarmoratus,Teleostei,Siluriformes,Clariidae,Clarias,NA,TRUE,1,0,
Clarias pachynema,accepted name,2102,Clarias pachynema,Teleostei,Siluriformes,Clariidae,Clarias,NA,TRUE,1,0,
Clarias platycephalus,accepted name,990,Clarias platycephalus,Teleostei,Siluriformes,Clariidae,Clarias,NA,TRUE,1,0,
Clarias salae,accepted name,2099,Clarias salae,Teleostei,Siluriformes,Clariidae,Clarias,NA,TRUE,1,0,
Clarias stappersii,accepted name,2090,Clarias stappersii,Teleostei,Siluriformes,Clariidae,Clarias,Blotched catfish,TRUE,1,0,
Clarias submarginatus,accepted name,2100,Clarias submarginatus,Teleostei,Siluriformes,Clariidae,Clarias,NA,TRUE,1,0,
Clarias theodorae,accepted name,2101,Clarias theodorae,Teleostei,Siluriformes,Clariidae,Clarias,Snake catfish,TRUE,1,0,
Clarias werneri,accepted name,2104,Clarias werneri,Teleostei,Siluriformes,Clariidae,Clarias,Werner's catfish,TRUE,1,0,
Clarotes bidorsalis,accepted name,9329,Clarotes bidorsalis,Teleostei,Siluriformes,Claroteidae,Clarotes,NA,TRUE,1,0,
Clarotes laticeps,accepted name,5463,Clarotes laticeps,Teleostei,Siluriformes,Claroteidae,Clarotes,Widehead catfish,TRUE,1,0,
Clupeocharax schoutedeni,accepted name,11129,Clupeocharax schoutedeni,Teleostei,Characiformes,Alestidae,Clupeocharax,NA,TRUE,1,0,
Clypeobarbus bellcrossi,accepted name,11309,Clypeobarbus bellcrossi,Teleostei,Cypriniformes,Cyprinidae,Clypeobarbus,Gorgeous barb,TRUE,1,0,
Clypeobarbus bomokandi,accepted name,64779,Clypeobarbus bomokandi,Teleostei,Cypriniformes,Cyprinidae,Clypeobarbus,NA,TRUE,1,0,
Clypeobarbus breviclipeus,accepted name,68141,Clypeobarbus breviclipeus,Teleostei,Cypriniformes,Cyprinidae,Clypeobarbus,NA,TRUE,1,0,
Clypeobarbus congicus,accepted name,11343,Clypeobarbus congicus,Teleostei,Cypriniformes,Cyprinidae,Clypeobarbus,Congo barb,TRUE,1,0,
Clypeobarbus hypsolepis,accepted name,2415,Clypeobarbus hypsolepis,Teleostei,Cypriniformes,Cyprinidae,Clypeobarbus,NA,TRUE,1,0,
Clypeobarbus matthesi,accepted name,11407,Clypeobarbus matthesi,Teleostei,Cypriniformes,Cyprinidae,Clypeobarbus,NA,TRUE,1,0,
Clypeobarbus pleuropholis,accepted name,5304,Clypeobarbus pleuropholis,Teleostei,Cypriniformes,Cyprinidae,Clypeobarbus,NA,TRUE,1,0,
Clypeobarbus pseudognathodon,accepted name,11452,Clypeobarbus pseudognathodon,Teleostei,Cypriniformes,Cyprinidae,Clypeobarbus,NA,TRUE,1,0,
Clypeobarbus schoutedeni,accepted name,11472,Clypeobarbus schoutedeni,Teleostei,Cypriniformes,Cyprinidae,Clypeobarbus,NA,TRUE,1,0,
Cobitis maroccana,accepted name,25873,Cobitis maroccana,Teleostei,Cypriniformes,Cobitidae,Cobitis,NA,TRUE,1,0,
Coelotilapia joka,accepted name,8915,Coelotilapia joka,Teleostei,Cichliformes,Cichlidae,Coelotilapia,NA,TRUE,1,0,
Coilia dussumieri,accepted name,625,Coilia dussumieri,Teleostei,Clupeiformes,Engraulidae,Coilia,Goldspotted grenadier anchovy,TRUE,1,1,
Congocharax olbrechtsi,accepted name,11176,Congocharax olbrechtsi,Teleostei,Characiformes,Distichodontidae,Congocharax,NA,TRUE,1,0,
Congochromis dimidiatus,accepted name,8642,Congochromis dimidiatus,Teleostei,Cichliformes,Cichlidae,Congochromis,NA,TRUE,1,0,
Congochromis pugnatus,accepted name,63586,Congochromis pugnatus,Teleostei,Cichliformes,Cichlidae,Congochromis,NA,TRUE,1,0,
Congochromis robustus,accepted name,66656,Congochromis robustus,Teleostei,Cichliformes,Cichlidae,Congochromis,NA,TRUE,1,0,
Congochromis sabinae,accepted name,62150,Congochromis sabinae,Teleostei,Cichliformes,Cichlidae,Congochromis,NA,TRUE,1,0,
Congochromis squamiceps,accepted name,8648,Congochromis squamiceps,Teleostei,Cichliformes,Cichlidae,Congochromis,NA,TRUE,1,0,
Congoglanis alula,accepted name,9424,Congoglanis alula,Teleostei,Siluriformes,Amphiliidae,Congoglanis,NA,TRUE,1,0,
Congoglanis howesi,accepted name,66726,Congoglanis howesi,Teleostei,Siluriformes,Amphiliidae,Congoglanis,NA,TRUE,1,0,
Congoglanis inga,accepted name,66389,Congoglanis inga,Teleostei,Siluriformes,Amphiliidae,Congoglanis,NA,TRUE,1,0,
Congoglanis sagitta,accepted name,66390,Congoglanis sagitta,Teleostei,Siluriformes,Amphiliidae,Congoglanis,NA,TRUE,1,0,
Congolapia bilineata,accepted name,8899,Congolapia bilineata,Teleostei,Cichliformes,Cichlidae,Congolapia,NA,TRUE,1,0,
Congolapia crassa,accepted name,66747,Congolapia crassa,Teleostei,Cichliformes,Cichlidae,Congolapia,NA,TRUE,1,0,
Congolapia louna,accepted name,66749,Congolapia louna,Teleostei,Cichliformes,Cichlidae,Congolapia,NA,TRUE,1,0,
Congopanchax brichardi,accepted name,9685,Congopanchax brichardi,Teleostei,Cyprinodontiformes,Procatopodidae,Congopanchax,Brichard's lampeye,TRUE,1,0,
Congopanchax myersi,accepted name,9686,Congopanchax myersi,Teleostei,Cyprinodontiformes,Procatopodidae,Congopanchax,Hummingbird lampeye,TRUE,1,0,
Congothrissa gossei,accepted name,1555,Congothrissa gossei,Teleostei,Clupeiformes,Dorosomatidae,Congothrissa,Smoothbelly pellonuline,TRUE,1,0,
Copadichromis atripinnis,accepted name,59740,Copadichromis atripinnis,Teleostei,Cichliformes,Cichlidae,Copadichromis,NA,TRUE,1,0,
Copadichromis azureus,accepted name,8164,Copadichromis azureus,Teleostei,Cichliformes,Cichlidae,Copadichromis,NA,TRUE,1,0,
Copadichromis borleyi,accepted name,2312,Copadichromis borleyi,Teleostei,Cichliformes,Cichlidae,Copadichromis,Haplochromis borleyi redfin,TRUE,1,0,
Copadichromis chizumuluensis,accepted name,62868,Copadichromis chizumuluensis,Teleostei,Cichliformes,Cichlidae,Copadichromis,NA,TRUE,1,0,
Copadichromis chrysonotus,accepted name,2288,Copadichromis chrysonotus,Teleostei,Cichliformes,Cichlidae,Copadichromis,NA,TRUE,1,0,
Copadichromis cyaneus,accepted name,2290,Copadichromis cyaneus,Teleostei,Cichliformes,Cichlidae,Copadichromis,NA,TRUE,1,0,
Copadichromis cyanocephalus,accepted name,62872,Copadichromis cyanocephalus,Teleostei,Cichliformes,Cichlidae,Copadichromis,NA,TRUE,1,0,
Copadichromis diplostigma,accepted name,62870,Copadichromis diplostigma,Teleostei,Cichliformes,Cichlidae,Copadichromis,NA,TRUE,1,0,
Copadichromis geertsi,accepted name,60338,Copadichromis geertsi,Teleostei,Cichliformes,Cichlidae,Copadichromis,NA,TRUE,1,0,
Copadichromis ilesi,accepted name,60339,Copadichromis ilesi,Teleostei,Cichliformes,Cichlidae,Copadichromis,NA,TRUE,1,0,
Copadichromis insularis,accepted name,62871,Copadichromis insularis,Teleostei,Cichliformes,Cichlidae,Copadichromis,NA,TRUE,1,0,
Copadichromis jacksoni,accepted name,2311,Copadichromis jacksoni,Teleostei,Cichliformes,Cichlidae,Copadichromis,NA,TRUE,1,0,
Copadichromis likomae,accepted name,2285,Copadichromis likomae,Teleostei,Cichliformes,Cichlidae,Copadichromis,NA,TRUE,1,0,
Copadichromis mbenjii,accepted name,8361,Copadichromis mbenjii,Teleostei,Cichliformes,Cichlidae,Copadichromis,Haplochromis quads,TRUE,1,0,
Copadichromis melas,accepted name,62874,Copadichromis melas,Teleostei,Cichliformes,Cichlidae,Copadichromis,NA,TRUE,1,0,
Copadichromis mloto,accepted name,2295,Copadichromis mloto,Teleostei,Cichliformes,Cichlidae,Copadichromis,NA,TRUE,1,0,
Copadichromis nkatae,accepted name,2287,Copadichromis nkatae,Teleostei,Cichliformes,Cichlidae,Copadichromis,NA,TRUE,1,0,
Copadichromis parvus,accepted name,62873,Copadichromis parvus,Teleostei,Cichliformes,Cichlidae,Copadichromis,NA,TRUE,1,0,
Copadichromis pleurostigma,accepted name,2283,Copadichromis pleurostigma,Teleostei,Cichliformes,Cichlidae,Copadichromis,NA,TRUE,1,0,
Copadichromis pleurostigmoides,accepted name,2284,Copadichromis pleurostigmoides,Teleostei,Cichliformes,Cichlidae,Copadichromis,NA,TRUE,1,0,
Copadichromis quadrimaculatus,accepted name,2286,Copadichromis quadrimaculatus,Teleostei,Cichliformes,Cichlidae,Copadichromis,NA,TRUE,1,0,
Copadichromis trewavasae,accepted name,60340,Copadichromis trewavasae,Teleostei,Cichliformes,Cichlidae,Copadichromis,NA,TRUE,1,0,
Copadichromis trimaculatus,accepted name,2289,Copadichromis trimaculatus,Teleostei,Cichliformes,Cichlidae,Copadichromis,Verduya's hap,TRUE,1,0,
Copadichromis verduyni,accepted name,8338,Copadichromis verduyni,Teleostei,Cichliformes,Cichlidae,Copadichromis,NA,TRUE,1,0,
Copadichromis virginalis,accepted name,2296,Copadichromis virginalis,Teleostei,Cichliformes,Cichlidae,Copadichromis,Lake Malawi utaka,TRUE,1,0,
Coptodon bakossiorum,accepted name,10670,Coptodon bakossiorum,Teleostei,Cichliformes,Cichlidae,Coptodon,NA,TRUE,1,0,
Coptodon bemini,accepted name,8897,Coptodon bemini,Teleostei,Cichliformes,Cichlidae,Coptodon,NA,TRUE,1,0,
Coptodon bythobates,accepted name,10672,Coptodon bythobates,Teleostei,Cichliformes,Cichlidae,Coptodon,NA,TRUE,1,0,
Coptodon cameronensis,accepted name,8910,Coptodon cameronensis,Teleostei,Cichliformes,Cichlidae,Coptodon,NA,TRUE,1,0,
Coptodon camerunensis,accepted name,8911,Coptodon camerunensis,Teleostei,Cichliformes,Cichlidae,Coptodon,NA,TRUE,1,0,
Coptodon coffea,accepted name,8912,Coptodon coffea,Teleostei,Cichliformes,Cichlidae,Coptodon,NA,TRUE,1,0,
Coptodon congica,accepted name,8913,Coptodon congica,Teleostei,Cichliformes,Cichlidae,Coptodon,NA,TRUE,1,0,
Coptodon dageti,accepted name,2486,Coptodon dageti,Teleostei,Cichliformes,Cichlidae,Coptodon,NA,TRUE,1,0,
Coptodon deckerti,accepted name,8914,Coptodon deckerti,Teleostei,Cichliformes,Cichlidae,Coptodon,NA,TRUE,1,0,
Coptodon discolor,accepted name,2487,Coptodon discolor,Teleostei,Cichliformes,Cichlidae,Coptodon,NA,TRUE,1,0,
Coptodon ejagham,accepted name,65867,Coptodon ejagham,Teleostei,Cichliformes,Cichlidae,Coptodon,NA,TRUE,1,0,
Coptodon flava,accepted name,10673,Coptodon flavus,Teleostei,Cichliformes,Cichlidae,Coptodon,NA,TRUE,1,0,
Coptodon fusiforme,accepted name,65870,Coptodon fusiforme,Teleostei,Cichliformes,Cichlidae,Coptodon,NA,TRUE,1,0,
Coptodon guineensis,accepted name,2488,Coptodon guineensis,Teleostei,Cichliformes,Cichlidae,Coptodon,Guinean tilapia,TRUE,1,1,
Coptodon gutturosa,accepted name,10675,Coptodon gutturosus,Teleostei,Cichliformes,Cichlidae,Coptodon,NA,TRUE,1,0,
Coptodon imbriferna,accepted name,10677,Coptodon imbrifernus,Teleostei,Cichliformes,Cichlidae,Coptodon,NA,TRUE,1,0,
Coptodon ismailiaensis,accepted name,61390,Coptodon ismailiaensis,Teleostei,Cichliformes,Cichlidae,Coptodon,NA,TRUE,1,0,
Coptodon konkourensis,accepted name,66557,Coptodon konkourensis,Teleostei,Cichliformes,Cichlidae,Coptodon,NA,TRUE,1,0,
Coptodon kottae,accepted name,8919,Coptodon kottae,Teleostei,Cichliformes,Cichlidae,Coptodon,NA,TRUE,1,0,
Coptodon louka,accepted name,8921,Coptodon louka,Teleostei,Cichliformes,Cichlidae,Coptodon,NA,TRUE,1,1,
Coptodon margaritacea,accepted name,9223,Coptodon margaritacea,Teleostei,Cichliformes,Cichlidae,Coptodon,NA,TRUE,1,0,
Coptodon nigrans,accepted name,65868,Coptodon nigrans,Teleostei,Cichliformes,Cichlidae,Coptodon,NA,TRUE,1,0,
Coptodon nyongana,accepted name,8925,Coptodon nyongana,Teleostei,Cichliformes,Cichlidae,Coptodon,NA,TRUE,1,0,
Coptodon rendalli,accepted name,1397,Coptodon rendalli,Teleostei,Cichliformes,Cichlidae,Coptodon,Redbreast tilapia,TRUE,1,1,
Coptodon rheophila,accepted name,8928,Coptodon rheophila,Teleostei,Cichliformes,Cichlidae,Coptodon,NA,TRUE,1,0,
Coptodon snyderae,accepted name,10678,Coptodon snyderae,Teleostei,Cichliformes,Cichlidae,Coptodon,NA,TRUE,1,0,
Coptodon spongotroktis,accepted name,10679,Coptodon spongotroktis,Teleostei,Cichliformes,Cichlidae,Coptodon,NA,TRUE,1,0,
Coptodon tholloni,accepted name,8932,Coptodon tholloni,Teleostei,Cichliformes,Cichlidae,Coptodon,NA,TRUE,1,0,
Coptodon thysi,accepted name,10680,Coptodon thysi,Teleostei,Cichliformes,Cichlidae,Coptodon,NA,TRUE,1,0,
Coptodon walteri,accepted name,2490,Coptodon walteri,Teleostei,Cichliformes,Cichlidae,Coptodon,NA,TRUE,1,0,
Coptodon zillii,accepted name,1390,Coptodon zillii,Teleostei,Cichliformes,Cichlidae,Coptodon,Redbelly tilapia,TRUE,1,1,
Coptostomabarbus bellcrossi,accepted name,11516,Coptostomabarbus bellcrossi,Teleostei,Cypriniformes,Cyprinidae,Coptostomabarbus,NA,TRUE,1,0,
Coptostomabarbus wittei,accepted name,11517,Coptostomabarbus wittei,Teleostei,Cypriniformes,Cyprinidae,Coptostomabarbus,Upjaw barb,TRUE,1,0,
Corematodus shiranus,accepted name,2268,Corematodus shiranus,Teleostei,Cichliformes,Cichlidae,Corematodus,NA,TRUE,1,0,
Corematodus taeniatus,accepted name,2269,Corematodus taeniatus,Teleostei,Cichliformes,Cichlidae,Corematodus,NA,TRUE,1,0,
Coryogalops william,accepted name,9972,Coryogalops william,Teleostei,Gobiiformes,Gobiidae,Coryogalops,Kaalpens goby,TRUE,1,1,
Cotylopus acutipinnis,accepted name,9942,Cotylopus acutipinnis,Teleostei,Gobiiformes,Gobiidae,Cotylopus,NA,TRUE,1,1,
Cotylopus rubripinnis,accepted name,62745,Cotylopus rubripinnis,Teleostei,Gobiiformes,Gobiidae,Cotylopus,NA,TRUE,1,0,
Crenimugil buchanani,accepted name,4817,Crenimugil buchanani,Teleostei,Mugiliformes,Mugilidae,Crenimugil,Bluetail mullet,TRUE,1,1,
Crenimugil seheli,accepted name,5659,Crenimugil seheli,Teleostei,Mugiliformes,Mugilidae,Crenimugil,Bluespot mullet,TRUE,1,1,
Croilia mossambica,accepted name,6338,Croilia mossambica,Teleostei,Gobiiformes,Gobiidae,Croilia,Burrowing goby,TRUE,1,1,
Cromeria nilotica,accepted name,5225,Cromeria nilotica,Teleostei,Gonorynchiformes,Kneriidae,Cromeria,Naked shellear,TRUE,1,0,
Cromeria occidentalis,accepted name,11075,Cromeria occidentalis,Teleostei,Gonorynchiformes,Kneriidae,Cromeria,NA,TRUE,1,0,
Ctenochromis pectoralis,accepted name,6819,Ctenochromis pectoralis,Teleostei,Cichliformes,Cichlidae,Ctenochromis,Pangani haplo,TRUE,1,0,
Ctenochromis scatebra,accepted name,69810,Ctenochromis scatebra,Teleostei,Cichliformes,Cichlidae,Ctenochromis,NA,TRUE,1,0,
Ctenopharyngodon idella,accepted name,79,Ctenopharyngodon idella,Teleostei,Cypriniformes,Xenocyprididae,Ctenopharyngodon,Grass carp,FALSE,1,1,
Ctenopharynx intermedius,accepted name,2213,Ctenopharynx intermedius,Teleostei,Cichliformes,Cichlidae,Ctenopharynx,NA,TRUE,1,0,
Ctenopharynx nitidus,accepted name,2212,Ctenopharynx nitidus,Teleostei,Cichliformes,Cichlidae,Ctenopharynx,NA,TRUE,1,0,
Ctenopharynx pictus,accepted name,2214,Ctenopharynx pictus,Teleostei,Cichliformes,Cichlidae,Ctenopharynx,NA,TRUE,1,0,
Ctenopoma acutirostre,accepted name,10029,Ctenopoma acutirostre,Teleostei,Anabantiformes,Anabantidae,Ctenopoma,Spotted ctenopoma,TRUE,1,0,
Ctenopoma ashbysmithi,accepted name,10032,Ctenopoma ashbysmithi,Teleostei,Anabantiformes,Anabantidae,Ctenopoma,NA,TRUE,1,0,
Ctenopoma gabonense,accepted name,65294,Ctenopoma gabonense,Teleostei,Anabantiformes,Anabantidae,Ctenopoma,NA,TRUE,1,0,
Ctenopoma garuanum,accepted name,10039,Ctenopoma garuanum,Teleostei,Anabantiformes,Anabantidae,Ctenopoma,NA,TRUE,1,0,
Ctenopoma houyi,accepted name,63214,Ctenopoma houyi,Teleostei,Anabantiformes,Anabantidae,Ctenopoma,NA,TRUE,1,0,
Ctenopoma kingsleyae,accepted name,2496,Ctenopoma kingsleyae,Teleostei,Anabantiformes,Anabantidae,Ctenopoma,Tailspot ctenopoma,TRUE,1,0,
Ctenopoma maculatum,accepted name,10042,Ctenopoma maculatum,Teleostei,Anabantiformes,Anabantidae,Ctenopoma,NA,TRUE,1,0,
Ctenopoma multispine,accepted name,10028,Ctenopoma multispine,Teleostei,Anabantiformes,Anabantidae,Ctenopoma,Manyspined ctenopoma,TRUE,1,0,
Ctenopoma muriei,accepted name,10043,Ctenopoma muriei,Teleostei,Anabantiformes,Anabantidae,Ctenopoma,Ocellated labyrinth fish,TRUE,1,0,
Ctenopoma nebulosum,accepted name,12801,Ctenopoma nebulosum,Teleostei,Anabantiformes,Anabantidae,Ctenopoma,NA,TRUE,1,0,
Ctenopoma nigropannosum,accepted name,4779,Ctenopoma nigropannosum,Teleostei,Anabantiformes,Anabantidae,Ctenopoma,Twospot climbing perch,TRUE,1,0,
Ctenopoma ocellatum,accepted name,10046,Ctenopoma ocellatum,Teleostei,Anabantiformes,Anabantidae,Ctenopoma,Eyespot ctenopoma,TRUE,1,0,
Ctenopoma pellegrini,accepted name,10049,Ctenopoma pellegrini,Teleostei,Anabantiformes,Anabantidae,Ctenopoma,NA,TRUE,1,0,
Ctenopoma petherici,accepted name,10050,Ctenopoma petherici,Teleostei,Anabantiformes,Anabantidae,Ctenopoma,NA,TRUE,1,0,
Ctenopoma riggenbachi,accepted name,10051,Ctenopoma riggenbachi,Teleostei,Anabantiformes,Anabantidae,Ctenopoma,NA,TRUE,1,0,
Ctenopoma weeksii,accepted name,10047,Ctenopoma weeksii,Teleostei,Anabantiformes,Anabantidae,Ctenopoma,Mottled ctenopoma,TRUE,1,0,
Cunningtonia longiventralis,accepted name,8165,Cunningtonia longiventralis,Teleostei,Cichliformes,Cichlidae,Cunningtonia,NA,TRUE,1,0,
Cyathochromis obliquidens,accepted name,8337,Cyathochromis obliquidens,Teleostei,Cichliformes,Cichlidae,Cyathochromis,NA,TRUE,1,0,
Cyathopharynx furcifer,accepted name,8570,Cyathopharynx furcifer,Teleostei,Cichliformes,Cichlidae,Cyathopharynx,Featherfin cichlid,TRUE,1,0,
Cyclopharynx fwae,accepted name,8571,Cyclopharynx fwae,Teleostei,Cichliformes,Cichlidae,Cyclopharynx,NA,TRUE,1,0,
Cyclopharynx schwetzi,accepted name,6888,Cyclopharynx schwetzi,Teleostei,Cichliformes,Cichlidae,Cyclopharynx,NA,TRUE,1,0,
Cynoglossus lingua,accepted name,8238,Cynoglossus lingua,Teleostei,Pleuronectiformes,Cynoglossidae,Cynoglossus,Long tongue sole,TRUE,1,1,
Cynoglossus senegalensis,accepted name,4951,Cynoglossus senegalensis,Teleostei,Pleuronectiformes,Cynoglossidae,Cynoglossus,Senegalese tonguesole,TRUE,1,1,
Cynotilapia afra,accepted name,2323,Cynotilapia afra,Teleostei,Cichliformes,Cichlidae,Cynotilapia,NA,TRUE,1,0,
Cynotilapia aurifrons,accepted name,66364,Cynotilapia aurifrons,Teleostei,Cichliformes,Cichlidae,Cynotilapia,NA,TRUE,1,0,
Cynotilapia axelrodi,accepted name,2324,Cynotilapia axelrodi,Teleostei,Cichliformes,Cichlidae,Cynotilapia,NA,TRUE,1,0,
Cynotilapia chilundu,accepted name,68970,Cynotilapia chilundu,Teleostei,Cichliformes,Cichlidae,Cynotilapia,NA,TRUE,1,0,
Cynotilapia zebroides,accepted name,8355,Cynotilapia zebroides,Teleostei,Cichliformes,Cichlidae,Cynotilapia,NA,TRUE,1,0,
Cyphomyrus aelsbroecki,accepted name,10865,Cyphomyrus aelsbroecki,Teleostei,Osteoglossiformes,Mormyridae,Cyphomyrus,NA,TRUE,1,0,
Cyphomyrus cubangoensis,accepted name,68983,Cyphomyrus cubangoensis,Teleostei,Osteoglossiformes,Mormyridae,Cyphomyrus,NA,TRUE,1,0,
Cyphomyrus discorhynchus,accepted name,5407,Cyphomyrus discorhynchus,Teleostei,Osteoglossiformes,Mormyridae,Cyphomyrus,Zambesi parrotfish,TRUE,1,0,
Cyphomyrus lufirae,accepted name,69157,Cyphomyrus lufirae,Teleostei,Osteoglossiformes,Mormyridae,Cyphomyrus,NA,TRUE,1,0,
Cyphomyrus macrops,accepted name,10869,Cyphomyrus macrops,Teleostei,Osteoglossiformes,Mormyridae,Cyphomyrus,NA,TRUE,1,0,
Cyphomyrus petherici,accepted name,11031,Cyphomyrus petherici,Teleostei,Osteoglossiformes,Mormyridae,Cyphomyrus,NA,TRUE,1,0,
Cyphomyrus psittacus,accepted name,5088,Cyphomyrus psittacus,Teleostei,Osteoglossiformes,Mormyridae,Cyphomyrus,NA,TRUE,1,0,
Cyphomyrus wilverthi,accepted name,10878,Cyphomyrus wilverthi,Teleostei,Osteoglossiformes,Mormyridae,Cyphomyrus,NA,TRUE,1,0,
Cyphotilapia frontosa,accepted name,8572,Cyphotilapia frontosa,Teleostei,Cichliformes,Cichlidae,Cyphotilapia,Humphead cichlid,TRUE,1,0,
Cyphotilapia gibberosa,accepted name,61777,Cyphotilapia gibberosa,Teleostei,Cichliformes,Cichlidae,Cyphotilapia,NA,TRUE,1,0,
Cyprichromis coloratus,accepted name,62729,Cyprichromis coloratus,Teleostei,Cichliformes,Cichlidae,Cyprichromis,NA,TRUE,1,0,
Cyprichromis leptosoma,accepted name,8573,Cyprichromis leptosoma,Teleostei,Cichliformes,Cichlidae,Cyprichromis,NA,TRUE,1,0,
Cyprichromis microlepidotus,accepted name,8574,Cyprichromis microlepidotus,Teleostei,Cichliformes,Cichlidae,Cyprichromis,NA,TRUE,1,0,
Cyprichromis pavo,accepted name,60278,Cyprichromis pavo,Teleostei,Cichliformes,Cichlidae,Cyprichromis,NA,TRUE,1,0,
Cyprichromis zonatus,accepted name,60277,Cyprichromis zonatus,Teleostei,Cichliformes,Cichlidae,Cyprichromis,NA,TRUE,1,0,
Cyprinus carpio,accepted name,1450,Cyprinus carpio,Teleostei,Cypriniformes,Cyprinidae,Cyprinus,Common carp,FALSE,1,1,
Cyrtocara moorii,accepted name,2221,Cyrtocara moorii,Teleostei,Cichliformes,Cichlidae,Cyrtocara,Hump-head,TRUE,1,0,
Dagetichthys lakdoensis,accepted name,10100,Dagetichthys lakdoensis,Teleostei,Pleuronectiformes,Soleidae,Dagetichthys,NA,TRUE,1,0,
Denticeps clupeoides,accepted name,4527,Denticeps clupeoides,Teleostei,Clupeiformes,Denticipitidae,Denticeps,Denticle herring,TRUE,1,0,
Dicentrarchus labrax,accepted name,63,Dicentrarchus labrax,Teleostei,Eupercaria/misc,Moronidae,Dicentrarchus,European seabass,TRUE,1,1,
Dimidiochromis compressiceps,accepted name,2137,Dimidiochromis compressiceps,Teleostei,Cichliformes,Cichlidae,Dimidiochromis,Malawi eyebiter,TRUE,1,0,
Dimidiochromis dimidiatus,accepted name,2135,Dimidiochromis dimidiatus,Teleostei,Cichliformes,Cichlidae,Dimidiochromis,Ncheni type haplochromis,TRUE,1,0,
Dimidiochromis kiwinge,accepted name,2136,Dimidiochromis kiwinge,Teleostei,Cichliformes,Cichlidae,Dimidiochromis,NA,TRUE,1,0,
Dimidiochromis strigatus,accepted name,2134,Dimidiochromis strigatus,Teleostei,Cichliformes,Cichlidae,Dimidiochromis,Haplochromis sunset,TRUE,1,0,
Dinotopterus cunningtoni,accepted name,9463,Dinotopterus cunningtoni,Teleostei,Siluriformes,Clariidae,Dinotopterus,NA,TRUE,1,0,
Diplotaxodon aeneus,accepted name,52738,Diplotaxodon aeneus,Teleostei,Cichliformes,Cichlidae,Diplotaxodon,NA,TRUE,1,0,
Diplotaxodon altus,accepted name,69829,Diplotaxodon altus,Teleostei,Cichliformes,Cichlidae,Diplotaxodon,NA,TRUE,1,0,
Diplotaxodon apogon,accepted name,52737,Diplotaxodon apogon,Teleostei,Cichliformes,Cichlidae,Diplotaxodon,NA,TRUE,1,0,
Diplotaxodon argenteus,accepted name,2263,Diplotaxodon argenteus,Teleostei,Cichliformes,Cichlidae,Diplotaxodon,NA,TRUE,1,0,
Diplotaxodon dentatus,accepted name,69811,Diplotaxodon dentatus,Teleostei,Cichliformes,Cichlidae,Diplotaxodon,NA,TRUE,1,0,
Diplotaxodon ecclesi,accepted name,2264,Diplotaxodon ecclesi,Teleostei,Cichliformes,Cichlidae,Diplotaxodon,NA,TRUE,1,0,
Diplotaxodon greenwoodi,accepted name,2265,Diplotaxodon greenwoodi,Teleostei,Cichliformes,Cichlidae,Diplotaxodon,NA,TRUE,1,0,
Diplotaxodon limnothrissa,accepted name,57569,Diplotaxodon limnothrissa,Teleostei,Cichliformes,Cichlidae,Diplotaxodon,NA,TRUE,1,0,
Diplotaxodon longimaxilla,accepted name,69830,Diplotaxodon longimaxilla,Teleostei,Cichliformes,Cichlidae,Diplotaxodon,NA,TRUE,1,0,
Diplotaxodon macrops,accepted name,52731,Diplotaxodon macrops,Teleostei,Cichliformes,Cichlidae,Diplotaxodon,NA,TRUE,1,0,
Distichodus affinis,accepted name,11181,Distichodus affinis,Teleostei,Characiformes,Distichodontidae,Distichodus,Silver distichodus,TRUE,1,0,
Distichodus altus,accepted name,11182,Distichodus altus,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,1,0,
Distichodus antonii,accepted name,11183,Distichodus antonii,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,1,0,
Distichodus atroventralis,accepted name,11184,Distichodus atroventralis,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,1,0,
Distichodus brevipinnis,accepted name,5255,Distichodus brevipinnis,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,1,0,
Distichodus decemmaculatus,accepted name,11188,Distichodus decemmaculatus,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,1,0,
Distichodus engycephalus,accepted name,5254,Distichodus engycephalus,Teleostei,Characiformes,Distichodontidae,Distichodus,Perch,TRUE,1,0,
Distichodus fasciolatus,accepted name,11190,Distichodus fasciolatus,Teleostei,Characiformes,Distichodontidae,Distichodus,Sharktail distichodus,TRUE,1,0,
Distichodus hypostomatus,accepted name,11191,Distichodus hypostomatus,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,1,0,
Distichodus ingae,accepted name,69120,Distichodus ingae,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,1,0,
Distichodus kasaiensis,accepted name,69117,Distichodus kasaiensis,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,1,0,
Distichodus kolleri,accepted name,11192,Distichodus kolleri,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,1,0,
